#    L    TT             EE             TE             PP             TP          
   321   0.316736E+04   0.120150E+02   0.111422E+03   0.155791E+07   0.853515E+03
   322   0.313626E+04   0.121904E+02   0.111020E+03   0.155199E+07   0.845561E+03
   323   0.310529E+04   0.123658E+02   0.110583E+03   0.154611E+07   0.837668E+03
   324   0.307446E+04   0.125421E+02   0.110103E+03   0.154026E+07   0.829836E+03
   325   0.304384E+04   0.127154E+02   0.109602E+03   0.153444E+07   0.822065E+03
   326   0.301329E+04   0.128904E+02   0.109051E+03   0.152865E+07   0.814354E+03
   327   0.298294E+04   0.130646E+02   0.108471E+03   0.152290E+07   0.806705E+03
   328   0.295280E+04   0.132374E+02   0.107864E+03   0.151717E+07   0.799117E+03
   329   0.292279E+04   0.134104E+02   0.107213E+03   0.151148E+07   0.791590E+03
   330   0.289299E+04   0.135819E+02   0.106526E+03   0.150582E+07   0.784125E+03
   331   0.286347E+04   0.137528E+02   0.105811E+03   0.150019E+07   0.776721E+03
   332   0.283408E+04   0.139238E+02   0.105068E+03   0.149459E+07   0.769378E+03
   333   0.280490E+04   0.140934E+02   0.104289E+03   0.148902E+07   0.762096E+03
   334   0.277600E+04   0.142623E+02   0.103474E+03   0.148348E+07   0.754876E+03
   335   0.274723E+04   0.144292E+02   0.102623E+03   0.147797E+07   0.747717E+03
   336   0.271874E+04   0.145954E+02   0.101744E+03   0.147249E+07   0.740621E+03
   337   0.269052E+04   0.147610E+02   0.100821E+03   0.146704E+07   0.733585E+03
   338   0.266251E+04   0.149245E+02   0.998774E+02   0.146161E+07   0.726612E+03
   339   0.263485E+04   0.150881E+02   0.988977E+02   0.145622E+07   0.719700E+03
   340   0.260740E+04   0.152496E+02   0.978967E+02   0.145085E+07   0.712850E+03
   341   0.258014E+04   0.154091E+02   0.968523E+02   0.144551E+07   0.706062E+03
   342   0.255324E+04   0.155686E+02   0.957793E+02   0.144020E+07   0.699336E+03
   343   0.252661E+04   0.157254E+02   0.946775E+02   0.143492E+07   0.692671E+03
   344   0.250033E+04   0.158808E+02   0.935471E+02   0.142966E+07   0.686069E+03
   345   0.247425E+04   0.160341E+02   0.923879E+02   0.142443E+07   0.679529E+03
   346   0.244852E+04   0.161869E+02   0.912074E+02   0.141923E+07   0.673051E+03
   347   0.242307E+04   0.163368E+02   0.899907E+02   0.141405E+07   0.666636E+03
   348   0.239796E+04   0.164847E+02   0.887452E+02   0.140890E+07   0.660283E+03
   349   0.237312E+04   0.166312E+02   0.874708E+02   0.140377E+07   0.653992E+03
   350   0.234863E+04   0.167750E+02   0.861749E+02   0.139867E+07   0.647763E+03
   351   0.232464E+04   0.169174E+02   0.848502E+02   0.139360E+07   0.641597E+03
   352   0.230077E+04   0.170578E+02   0.834965E+02   0.138855E+07   0.635491E+03
   353   0.227732E+04   0.171954E+02   0.821286E+02   0.138353E+07   0.629445E+03
   354   0.225414E+04   0.173310E+02   0.807243E+02   0.137853E+07   0.623457E+03
   355   0.223138E+04   0.174645E+02   0.792984E+02   0.137355E+07   0.617525E+03
   356   0.220897E+04   0.175959E+02   0.778582E+02   0.136860E+07   0.611647E+03
   357   0.218691E+04   0.177246E+02   0.763888E+02   0.136368E+07   0.605823E+03
   358   0.216527E+04   0.178498E+02   0.749051E+02   0.135877E+07   0.600050E+03
   359   0.214390E+04   0.179729E+02   0.733921E+02   0.135390E+07   0.594327E+03
   360   0.212295E+04   0.180939E+02   0.718610E+02   0.134904E+07   0.588652E+03
   361   0.210236E+04   0.182122E+02   0.703072E+02   0.134421E+07   0.583024E+03
   362   0.208218E+04   0.183277E+02   0.687337E+02   0.133941E+07   0.577442E+03
   363   0.206235E+04   0.184412E+02   0.671427E+02   0.133462E+07   0.571903E+03
   364   0.204295E+04   0.185504E+02   0.655304E+02   0.132986E+07   0.566406E+03
   365   0.202390E+04   0.186576E+02   0.639027E+02   0.132513E+07   0.560949E+03
   366   0.200526E+04   0.187620E+02   0.622566E+02   0.132042E+07   0.555531E+03
   367   0.198706E+04   0.188621E+02   0.605942E+02   0.131572E+07   0.550151E+03
   368   0.196912E+04   0.189602E+02   0.589171E+02   0.131106E+07   0.544807E+03
   369   0.195176E+04   0.190556E+02   0.572230E+02   0.130641E+07   0.539496E+03
   370   0.193475E+04   0.191474E+02   0.555169E+02   0.130179E+07   0.534219E+03
   371   0.191809E+04   0.192357E+02   0.537952E+02   0.129719E+07   0.528972E+03
   372   0.190186E+04   0.193212E+02   0.520622E+02   0.129261E+07   0.523755E+03
   373   0.188604E+04   0.194033E+02   0.503151E+02   0.128806E+07   0.518566E+03
   374   0.187066E+04   0.194825E+02   0.485573E+02   0.128352E+07   0.513403E+03
   375   0.185562E+04   0.195583E+02   0.467889E+02   0.127901E+07   0.508265E+03
   376   0.184108E+04   0.196313E+02   0.450098E+02   0.127452E+07   0.503150E+03
   377   0.182697E+04   0.197000E+02   0.432230E+02   0.127005E+07   0.498057E+03
   378   0.181321E+04   0.197653E+02   0.414255E+02   0.126560E+07   0.492984E+03
   379   0.179988E+04   0.198278E+02   0.396216E+02   0.126117E+07   0.487929E+03
   380   0.178705E+04   0.198875E+02   0.378091E+02   0.125677E+07   0.482891E+03
   381   0.177457E+04   0.199408E+02   0.359909E+02   0.125238E+07   0.477869E+03
   382   0.176244E+04   0.199928E+02   0.341678E+02   0.124802E+07   0.472861E+03
   383   0.175081E+04   0.200405E+02   0.323381E+02   0.124367E+07   0.467864E+03
   384   0.173968E+04   0.200840E+02   0.305056E+02   0.123935E+07   0.462879E+03
   385   0.172883E+04   0.201255E+02   0.286687E+02   0.123505E+07   0.457902E+03
   386   0.171848E+04   0.201628E+02   0.268297E+02   0.123076E+07   0.452933E+03
   387   0.170849E+04   0.201958E+02   0.249884E+02   0.122650E+07   0.447970E+03
   388   0.169892E+04   0.202253E+02   0.231464E+02   0.122226E+07   0.443011E+03
   389   0.168978E+04   0.202492E+02   0.213035E+02   0.121803E+07   0.438055E+03
   390   0.168107E+04   0.202725E+02   0.194620E+02   0.121383E+07   0.433100E+03
   391   0.167279E+04   0.202908E+02   0.176203E+02   0.120964E+07   0.428145E+03
   392   0.166486E+04   0.203071E+02   0.157814E+02   0.120548E+07   0.423188E+03
   393   0.165744E+04   0.203185E+02   0.139444E+02   0.120133E+07   0.418227E+03
   394   0.165036E+04   0.203264E+02   0.121117E+02   0.119720E+07   0.413262E+03
   395   0.164365E+04   0.203300E+02   0.102815E+02   0.119310E+07   0.408290E+03
   396   0.163743E+04   0.203302E+02   0.845752E+01   0.118901E+07   0.403309E+03
   397   0.163150E+04   0.203269E+02   0.663831E+01   0.118493E+07   0.398319E+03
   398   0.162607E+04   0.203193E+02   0.482516E+01   0.118088E+07   0.393318E+03
   399   0.162100E+04   0.203083E+02   0.301891E+01   0.117685E+07   0.388303E+03
   400   0.161628E+04   0.202938E+02   0.122040E+01   0.117283E+07   0.383274E+03
   401   0.161199E+04   0.202751E+02  -0.569814E+00   0.116883E+07   0.378230E+03
   402   0.160814E+04   0.202522E+02  -0.235083E+01   0.116485E+07   0.373171E+03
   403   0.160464E+04   0.202265E+02  -0.412209E+01   0.116088E+07   0.368100E+03
   404   0.160149E+04   0.201966E+02  -0.588203E+01   0.115694E+07   0.363019E+03
   405   0.159878E+04   0.201625E+02  -0.763149E+01   0.115301E+07   0.357928E+03
   406   0.159635E+04   0.201256E+02  -0.936827E+01   0.114910E+07   0.352831E+03
   407   0.159436E+04   0.200845E+02  -0.110939E+02   0.114520E+07   0.347729E+03
   408   0.159272E+04   0.200398E+02  -0.128038E+02   0.114133E+07   0.342624E+03
   409   0.159152E+04   0.199924E+02  -0.145004E+02   0.113747E+07   0.337517E+03
   410   0.159060E+04   0.199400E+02  -0.161829E+02   0.113363E+07   0.332410E+03
   411   0.159011E+04   0.198848E+02  -0.178491E+02   0.112980E+07   0.327306E+03
   412   0.158992E+04   0.198260E+02  -0.194997E+02   0.112600E+07   0.322206E+03
   413   0.159008E+04   0.197638E+02  -0.211333E+02   0.112221E+07   0.317112E+03
   414   0.159053E+04   0.196980E+02  -0.227499E+02   0.111843E+07   0.312026E+03
   415   0.159141E+04   0.196293E+02  -0.243473E+02   0.111467E+07   0.306949E+03
   416   0.159258E+04   0.195565E+02  -0.259269E+02   0.111093E+07   0.301884E+03
   417   0.159404E+04   0.194807E+02  -0.274882E+02   0.110721E+07   0.296832E+03
   418   0.159586E+04   0.194000E+02  -0.290280E+02   0.110350E+07   0.291795E+03
   419   0.159805E+04   0.193172E+02  -0.305472E+02   0.109981E+07   0.286775E+03
   420   0.160052E+04   0.192315E+02  -0.320458E+02   0.109614E+07   0.281774E+03
   421   0.160336E+04   0.191423E+02  -0.335223E+02   0.109248E+07   0.276794E+03
   422   0.160649E+04   0.190495E+02  -0.349775E+02   0.108884E+07   0.271835E+03
   423   0.160983E+04   0.189531E+02  -0.364091E+02   0.108522E+07   0.266902E+03
   424   0.161347E+04   0.188539E+02  -0.378180E+02   0.108161E+07   0.261994E+03
   425   0.161747E+04   0.187511E+02  -0.392019E+02   0.107801E+07   0.257114E+03
   426   0.162176E+04   0.186462E+02  -0.405616E+02   0.107444E+07   0.252264E+03
   427   0.162626E+04   0.185376E+02  -0.418978E+02   0.107088E+07   0.247445E+03
   428   0.163107E+04   0.184262E+02  -0.432069E+02   0.106733E+07   0.242660E+03
   429   0.163608E+04   0.183120E+02  -0.444903E+02   0.106380E+07   0.237910E+03
   430   0.164147E+04   0.181956E+02  -0.457480E+02   0.106029E+07   0.233198E+03
   431   0.164708E+04   0.180756E+02  -0.469787E+02   0.105679E+07   0.228524E+03
   432   0.165283E+04   0.179527E+02  -0.481830E+02   0.105330E+07   0.223891E+03
   433   0.165895E+04   0.178284E+02  -0.493580E+02   0.104984E+07   0.219301E+03
   434   0.166521E+04   0.177005E+02  -0.505067E+02   0.104638E+07   0.214755E+03
   435   0.167170E+04   0.175712E+02  -0.516269E+02   0.104295E+07   0.210255E+03
   436   0.167848E+04   0.174389E+02  -0.527186E+02   0.103953E+07   0.205803E+03
   437   0.168548E+04   0.173038E+02  -0.537803E+02   0.103612E+07   0.201401E+03
   438   0.169263E+04   0.171665E+02  -0.548120E+02   0.103273E+07   0.197051E+03
   439   0.170007E+04   0.170277E+02  -0.558153E+02   0.102935E+07   0.192755E+03
   440   0.170767E+04   0.168860E+02  -0.567872E+02   0.102599E+07   0.188514E+03
   441   0.171549E+04   0.167422E+02  -0.577299E+02   0.102264E+07   0.184330E+03
   442   0.172338E+04   0.165962E+02  -0.586413E+02   0.101931E+07   0.180206E+03
   443   0.173157E+04   0.164487E+02  -0.595220E+02   0.101599E+07   0.176142E+03
   444   0.173991E+04   0.162997E+02  -0.603707E+02   0.101269E+07   0.172141E+03
   445   0.174840E+04   0.161471E+02  -0.611881E+02   0.100940E+07   0.168205E+03
   446   0.175697E+04   0.159945E+02  -0.619726E+02   0.100612E+07   0.164335E+03
   447   0.176576E+04   0.158404E+02  -0.627266E+02   0.100286E+07   0.160533E+03
   448   0.177463E+04   0.156834E+02  -0.634487E+02   0.999618E+06   0.156801E+03
   449   0.178373E+04   0.155256E+02  -0.641372E+02   0.996387E+06   0.153141E+03
   450   0.179298E+04   0.153671E+02  -0.647945E+02   0.993169E+06   0.149555E+03
   451   0.180230E+04   0.152063E+02  -0.654184E+02   0.989965E+06   0.146044E+03
   452   0.181171E+04   0.150448E+02  -0.660110E+02   0.986775E+06   0.142608E+03
   453   0.182134E+04   0.148826E+02  -0.665701E+02   0.983600E+06   0.139246E+03
   454   0.183098E+04   0.147188E+02  -0.670971E+02   0.980438E+06   0.135956E+03
   455   0.184070E+04   0.145543E+02  -0.675921E+02   0.977289E+06   0.132739E+03
   456   0.185064E+04   0.143882E+02  -0.680482E+02   0.974155E+06   0.129593E+03
   457   0.186052E+04   0.142221E+02  -0.684796E+02   0.971034E+06   0.126516E+03
   458   0.187055E+04   0.140552E+02  -0.688676E+02   0.967926E+06   0.123510E+03
   459   0.188066E+04   0.138883E+02  -0.692279E+02   0.964832E+06   0.120571E+03
   460   0.189085E+04   0.137198E+02  -0.695544E+02   0.961751E+06   0.117701E+03
   461   0.190105E+04   0.135513E+02  -0.698479E+02   0.958684E+06   0.114896E+03
   462   0.191133E+04   0.133820E+02  -0.701023E+02   0.955630E+06   0.112158E+03
   463   0.192161E+04   0.132133E+02  -0.703363E+02   0.952589E+06   0.109485E+03
   464   0.193190E+04   0.130445E+02  -0.705200E+02   0.949562E+06   0.106875E+03
   465   0.194220E+04   0.128757E+02  -0.706831E+02   0.946547E+06   0.104329E+03
   466   0.195258E+04   0.127060E+02  -0.708034E+02   0.943546E+06   0.101845E+03
   467   0.196305E+04   0.125370E+02  -0.708956E+02   0.940557E+06   0.994221E+02
   468   0.197344E+04   0.123686E+02  -0.709523E+02   0.937582E+06   0.970598E+02
   469   0.198385E+04   0.121994E+02  -0.709809E+02   0.934619E+06   0.947570E+02
   470   0.199433E+04   0.120315E+02  -0.709739E+02   0.931669E+06   0.925128E+02
   471   0.200461E+04   0.118650E+02  -0.709312E+02   0.928731E+06   0.903265E+02
   472   0.201504E+04   0.116984E+02  -0.708603E+02   0.925806E+06   0.881970E+02
   473   0.202540E+04   0.115324E+02  -0.707538E+02   0.922894E+06   0.861234E+02
   474   0.203578E+04   0.113677E+02  -0.706189E+02   0.919995E+06   0.841050E+02
   475   0.204616E+04   0.112029E+02  -0.704482E+02   0.917107E+06   0.821408E+02
   476   0.205641E+04   0.110402E+02  -0.702440E+02   0.914232E+06   0.802298E+02
   477   0.206659E+04   0.108781E+02  -0.700159E+02   0.911370E+06   0.783713E+02
   478   0.207678E+04   0.107165E+02  -0.697451E+02   0.908519E+06   0.765644E+02
   479   0.208691E+04   0.105570E+02  -0.694564E+02   0.905681E+06   0.748080E+02
   480   0.209697E+04   0.103988E+02  -0.691301E+02   0.902855E+06   0.731015E+02
   481   0.210697E+04   0.102420E+02  -0.687702E+02   0.900041E+06   0.714437E+02
   482   0.211698E+04   0.100871E+02  -0.683824E+02   0.897239E+06   0.698340E+02
   483   0.212678E+04   0.993361E+01  -0.679689E+02   0.894449E+06   0.682713E+02
   484   0.213644E+04   0.978211E+01  -0.675239E+02   0.891670E+06   0.667548E+02
   485   0.214619E+04   0.963190E+01  -0.670486E+02   0.888904E+06   0.652836E+02
   486   0.215580E+04   0.948445E+01  -0.665454E+02   0.886149E+06   0.638568E+02
   487   0.216528E+04   0.933902E+01  -0.660142E+02   0.883406E+06   0.624735E+02
   488   0.217462E+04   0.919485E+01  -0.654541E+02   0.880674E+06   0.611328E+02
   489   0.218390E+04   0.905343E+01  -0.648668E+02   0.877954E+06   0.598339E+02
   490   0.219311E+04   0.891475E+01  -0.642513E+02   0.875245E+06   0.585758E+02
   491   0.220204E+04   0.877807E+01  -0.636107E+02   0.872548E+06   0.573577E+02
   492   0.221099E+04   0.864411E+01  -0.629440E+02   0.869862E+06   0.561786E+02
   493   0.221980E+04   0.851139E+01  -0.622499E+02   0.867187E+06   0.550377E+02
   494   0.222848E+04   0.838287E+01  -0.615320E+02   0.864523E+06   0.539340E+02
   495   0.223694E+04   0.825632E+01  -0.607888E+02   0.861871E+06   0.528668E+02
   496   0.224528E+04   0.813323E+01  -0.600217E+02   0.859230E+06   0.518350E+02
   497   0.225347E+04   0.801283E+01  -0.592300E+02   0.856599E+06   0.508379E+02
   498   0.226154E+04   0.789438E+01  -0.584166E+02   0.853980E+06   0.498745E+02
   499   0.226954E+04   0.778011E+01  -0.575784E+02   0.851371E+06   0.489439E+02
   500   0.227734E+04   0.766777E+01  -0.567200E+02   0.848773E+06   0.480452E+02
   501   0.228485E+04   0.755960E+01  -0.558397E+02   0.846186E+06   0.471777E+02
   502   0.229239E+04   0.745485E+01  -0.549375E+02   0.843610E+06   0.463409E+02
   503   0.229963E+04   0.735278E+01  -0.540157E+02   0.841044E+06   0.455346E+02
   504   0.230667E+04   0.725413E+01  -0.530727E+02   0.838489E+06   0.447585E+02
   505   0.231373E+04   0.715964E+01  -0.521122E+02   0.835944E+06   0.440123E+02
   506   0.232043E+04   0.706873E+01  -0.511318E+02   0.833410E+06   0.432958E+02
   507   0.232707E+04   0.698108E+01  -0.501339E+02   0.830886E+06   0.426085E+02
   508   0.233342E+04   0.689775E+01  -0.491175E+02   0.828373E+06   0.419503E+02
   509   0.233964E+04   0.681777E+01  -0.480856E+02   0.825870E+06   0.413209E+02
   510   0.234558E+04   0.674180E+01  -0.470375E+02   0.823378E+06   0.407199E+02
   511   0.235146E+04   0.666956E+01  -0.459730E+02   0.820896E+06   0.401472E+02
   512   0.235706E+04   0.660148E+01  -0.448937E+02   0.818424E+06   0.396023E+02
   513   0.236252E+04   0.653734E+01  -0.438010E+02   0.815962E+06   0.390851E+02
   514   0.236777E+04   0.647745E+01  -0.426947E+02   0.813511E+06   0.385952E+02
   515   0.237281E+04   0.642172E+01  -0.415750E+02   0.811069E+06   0.381323E+02
   516   0.237764E+04   0.637023E+01  -0.404432E+02   0.808638E+06   0.376962E+02
   517   0.238219E+04   0.632314E+01  -0.393000E+02   0.806217E+06   0.372867E+02
   518   0.238660E+04   0.628028E+01  -0.381462E+02   0.803806E+06   0.369033E+02
   519   0.239088E+04   0.624190E+01  -0.369808E+02   0.801404E+06   0.365458E+02
   520   0.239487E+04   0.620790E+01  -0.358070E+02   0.799013E+06   0.362139E+02
   521   0.239858E+04   0.617837E+01  -0.346245E+02   0.796632E+06   0.359074E+02
   522   0.240208E+04   0.615353E+01  -0.334335E+02   0.794260E+06   0.356259E+02
   523   0.240544E+04   0.613323E+01  -0.322352E+02   0.791898E+06   0.353693E+02
   524   0.240859E+04   0.611748E+01  -0.310305E+02   0.789546E+06   0.351370E+02
   525   0.241139E+04   0.610641E+01  -0.298185E+02   0.787204E+06   0.349290E+02
   526   0.241404E+04   0.610004E+01  -0.286014E+02   0.784871E+06   0.347450E+02
   527   0.241664E+04   0.609835E+01  -0.273800E+02   0.782548E+06   0.345845E+02
   528   0.241887E+04   0.610136E+01  -0.261556E+02   0.780235E+06   0.344474E+02
   529   0.242089E+04   0.610935E+01  -0.249267E+02   0.777931E+06   0.343334E+02
   530   0.242263E+04   0.612212E+01  -0.236970E+02   0.775637E+06   0.342421E+02
   531   0.242438E+04   0.613957E+01  -0.224635E+02   0.773352E+06   0.341733E+02
   532   0.242569E+04   0.616202E+01  -0.212298E+02   0.771076E+06   0.341267E+02
   533   0.242680E+04   0.618930E+01  -0.199960E+02   0.768810E+06   0.341021E+02
   534   0.242769E+04   0.622150E+01  -0.187626E+02   0.766553E+06   0.340991E+02
   535   0.242837E+04   0.625870E+01  -0.175305E+02   0.764306E+06   0.341174E+02
   536   0.242883E+04   0.630073E+01  -0.162995E+02   0.762068E+06   0.341568E+02
   537   0.242916E+04   0.634769E+01  -0.150711E+02   0.759839E+06   0.342170E+02
   538   0.242913E+04   0.639971E+01  -0.138461E+02   0.757619E+06   0.342977E+02
   539   0.242896E+04   0.645650E+01  -0.126250E+02   0.755408E+06   0.343986E+02
   540   0.242858E+04   0.651850E+01  -0.114086E+02   0.753206E+06   0.345194E+02
   541   0.242791E+04   0.658528E+01  -0.101969E+02   0.751014E+06   0.346598E+02
   542   0.242710E+04   0.665704E+01  -0.899203E+01   0.748830E+06   0.348196E+02
   543   0.242600E+04   0.673388E+01  -0.779351E+01   0.746656E+06   0.349985E+02
   544   0.242477E+04   0.681563E+01  -0.660226E+01   0.744490E+06   0.351961E+02
   545   0.242325E+04   0.690231E+01  -0.541883E+01   0.742333E+06   0.354123E+02
   546   0.242159E+04   0.699368E+01  -0.424422E+01   0.740185E+06   0.356467E+02
   547   0.241964E+04   0.708998E+01  -0.307869E+01   0.738046E+06   0.358990E+02
   548   0.241755E+04   0.719119E+01  -0.192322E+01   0.735915E+06   0.361689E+02
   549   0.241525E+04   0.729733E+01  -0.778479E+00   0.733793E+06   0.364562E+02
   550   0.241273E+04   0.740838E+01   0.355005E+00   0.731680E+06   0.367606E+02
